[search_qa:sdar:qwen2_5_3b] selected device=cuda:0
/home/sww35/openresearch/.venv/lib/python3.12/site-packages/transformers/utils/hub.py:110: FutureWarning: Using `TRANSFORMERS_CACHE` is deprecated and will be removed in v5 of Transformers. Use `HF_HOME` instead.
  warnings.warn(
`torch_dtype` is deprecated! Use `dtype` instead!
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:00<00:00,  1.79it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00,  2.60it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00,  2.44it/s]
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:00<00:00,  1.86it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00,  2.64it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00,  2.48it/s]
`use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`.
[search_qa:opsd:qwen3_1b7] step 92/150 loss=-0.0010 reward=0.094 gate=0.000 opsd=-0.0010 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 93/150 loss=-0.0011 reward=0.000 gate=0.000 opsd=-0.0011 wall=3.4s
[search_qa:opsd:qwen3_1b7] step 94/150 loss=-0.0001 reward=0.000 gate=0.000 opsd=-0.0001 wall=3.7s
[search_qa:opsd:qwen3_1b7] step 95/150 loss=-0.0013 reward=0.000 gate=0.000 opsd=-0.0013 wall=3.7s
[search_qa:opsd:qwen3_1b7] step 96/150 loss=-0.0009 reward=0.000 gate=0.000 opsd=-0.0009 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 97/150 loss=-0.0038 reward=0.000 gate=0.000 opsd=-0.0038 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 98/150 loss=-0.0024 reward=0.000 gate=0.000 opsd=-0.0024 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 99/150 loss=-0.0013 reward=0.031 gate=0.000 opsd=-0.0013 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 100/150 loss=-0.0013 reward=0.100 gate=0.000 opsd=-0.0013 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 101/150 loss=-0.0000 reward=0.000 gate=0.000 opsd=-0.0000 wall=4.1s
[search_qa:opsd:qwen3_1b7] step 102/150 loss=-0.0009 reward=0.000 gate=0.000 opsd=-0.0009 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 103/150 loss=-0.0003 reward=0.000 gate=0.000 opsd=-0.0003 wall=4.0s
[search_qa:opsd:qwen3_1b7] step 104/150 loss=-0.0036 reward=0.082 gate=0.000 opsd=-0.0036 wall=3.8s
[search_qa:opsd:qwen3_1b7] step 105/150 loss=-0.0008 reward=0.000 gate=0.000 opsd=-0.0008 wall=3.7s
[search_qa:opsd:qwen3_1b7] step 106/150 loss=-0.0014 reward=0.000 gate=0.000 opsd=-0.0014 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 107/150 loss=-0.0026 reward=0.000 gate=0.000 opsd=-0.0026 wall=3.7s
[search_qa:opsd:qwen3_1b7] step 108/150 loss=-0.0008 reward=0.000 gate=0.000 opsd=-0.0008 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 109/150 loss=-0.0024 reward=0.000 gate=0.000 opsd=-0.0024 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 110/150 loss=-0.0010 reward=0.167 gate=0.000 opsd=-0.0010 wall=3.4s
[search_qa:opsd:qwen3_1b7] step 111/150 loss=-0.0013 reward=0.000 gate=0.000 opsd=-0.0013 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 112/150 loss=-0.0020 reward=0.104 gate=0.000 opsd=-0.0020 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 113/150 loss=-0.0038 reward=0.167 gate=0.000 opsd=-0.0038 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 114/150 loss=-0.0012 reward=0.000 gate=0.000 opsd=-0.0012 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 115/150 loss=-0.0010 reward=0.000 gate=0.000 opsd=-0.0010 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 116/150 loss=-0.0010 reward=0.000 gate=0.000 opsd=-0.0010 wall=3.7s
[search_qa:opsd:qwen3_1b7] step 117/150 loss=-0.0015 reward=0.000 gate=0.000 opsd=-0.0015 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 118/150 loss=-0.0014 reward=0.000 gate=0.000 opsd=-0.0014 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 119/150 loss=-0.0020 reward=0.000 gate=0.000 opsd=-0.0020 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 120/150 loss=-0.0014 reward=0.000 gate=0.000 opsd=-0.0014 wall=3.7s
[search_qa:opsd:qwen3_1b7] step 121/150 loss=-0.0015 reward=0.000 gate=0.000 opsd=-0.0015 wall=3.7s
[search_qa:opsd:qwen3_1b7] step 122/150 loss=-0.0022 reward=0.000 gate=0.000 opsd=-0.0022 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 123/150 loss=-0.0012 reward=0.000 gate=0.000 opsd=-0.0012 wall=4.1s
[search_qa:opsd:qwen3_1b7] step 124/150 loss=-0.0003 reward=0.000 gate=0.000 opsd=-0.0003 wall=5.1s
[search_qa:opsd:qwen3_1b7] step 125/150 loss=-0.0009 reward=0.000 gate=0.000 opsd=-0.0009 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 126/150 loss=-0.0016 reward=0.000 gate=0.000 opsd=-0.0016 wall=3.7s
[search_qa:opsd:qwen3_1b7] step 127/150 loss=-0.0009 reward=0.000 gate=0.000 opsd=-0.0009 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 128/150 loss=-0.0023 reward=0.000 gate=0.000 opsd=-0.0023 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 129/150 loss=-0.0010 reward=0.000 gate=0.000 opsd=-0.0010 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 130/150 loss=-0.0026 reward=0.162 gate=0.000 opsd=-0.0026 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 131/150 loss=-0.0007 reward=0.000 gate=0.000 opsd=-0.0007 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 132/150 loss=-0.0012 reward=0.000 gate=0.000 opsd=-0.0012 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 133/150 loss=-0.0019 reward=0.000 gate=0.000 opsd=-0.0019 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 134/150 loss=-0.0013 reward=0.000 gate=0.000 opsd=-0.0013 wall=3.8s
[search_qa:opsd:qwen3_1b7] step 135/150 loss=-0.0011 reward=0.000 gate=0.000 opsd=-0.0011 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 136/150 loss=-0.0011 reward=0.000 gate=0.000 opsd=-0.0011 wall=3.8s
[search_qa:opsd:qwen3_1b7] step 137/150 loss=-0.0009 reward=0.000 gate=0.000 opsd=-0.0009 wall=3.7s
[search_qa:opsd:qwen3_1b7] step 138/150 loss=-0.0007 reward=0.056 gate=0.000 opsd=-0.0007 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 139/150 loss=-0.0008 reward=0.000 gate=0.000 opsd=-0.0008 wall=3.4s
[search_qa:opsd:qwen3_1b7] step 140/150 loss=-0.0009 reward=0.000 gate=0.000 opsd=-0.0009 wall=3.8s
[search_qa:opsd:qwen3_1b7] step 141/150 loss=-0.0002 reward=0.000 gate=0.000 opsd=-0.0002 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 142/150 loss=-0.0006 reward=0.000 gate=0.000 opsd=-0.0006 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 143/150 loss=-0.0009 reward=0.000 gate=0.000 opsd=-0.0009 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 144/150 loss=-0.0007 reward=0.124 gate=0.000 opsd=-0.0007 wall=3.7s
[search_qa:opsd:qwen3_1b7] step 145/150 loss=-0.0002 reward=0.000 gate=0.000 opsd=-0.0002 wall=3.5s
[search_qa:opsd:qwen3_1b7] step 146/150 loss=-0.0018 reward=0.000 gate=0.000 opsd=-0.0018 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 147/150 loss=-0.0011 reward=0.000 gate=0.000 opsd=-0.0011 wall=3.6s
[search_qa:opsd:qwen3_1b7] step 148/150 loss=-0.0002 reward=0.000 gate=0.000 opsd=-0.0002 wall=3.7s
[search_qa:opsd:qwen3_1b7] step 149/150 loss=-0.0007 reward=0.000 gate=0.000 opsd=-0.0007 wall=3.7s
[search_qa:opsd:qwen3_1b7] step 150/150 loss=-0.0010 reward=0.000 gate=0.000 opsd=-0.0010 wall=3.7s
[search_qa:skill_sd:qwen3_1b7] selected device=cuda:1
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:00<00:00,  2.11it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00,  3.58it/s]
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:00<00:00,  2.18it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00,  3.71it/s]
[search_qa:skill_sd:qwen3_1b7] step 1/150 loss=0.0000 reward=0.000 gate=0.000 opsd=0.0000 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 2/150 loss=-0.0001 reward=0.062 gate=0.000 opsd=-0.0001 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 3/150 loss=-0.0006 reward=0.125 gate=0.000 opsd=-0.0006 wall=4.3s
[search_qa:skill_sd:qwen3_1b7] step 4/150 loss=-0.0004 reward=0.000 gate=0.000 opsd=-0.0004 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 5/150 loss=-0.0008 reward=0.079 gate=0.000 opsd=-0.0008 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 6/150 loss=-0.0001 reward=0.141 gate=0.000 opsd=-0.0001 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 7/150 loss=-0.0003 reward=0.000 gate=0.000 opsd=-0.0003 wall=4.0s
[search_qa:skill_sd:qwen3_1b7] step 8/150 loss=-0.0002 reward=0.000 gate=0.000 opsd=-0.0002 wall=4.3s
[search_qa:skill_sd:qwen3_1b7] step 9/150 loss=-0.0007 reward=0.000 gate=0.000 opsd=-0.0007 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 10/150 loss=-0.0006 reward=0.000 gate=0.000 opsd=-0.0006 wall=4.5s
[search_qa:skill_sd:qwen3_1b7] step 11/150 loss=-0.0003 reward=0.000 gate=0.000 opsd=-0.0003 wall=4.4s
[search_qa:skill_sd:qwen3_1b7] step 12/150 loss=-0.0004 reward=0.000 gate=0.000 opsd=-0.0004 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 13/150 loss=-0.0006 reward=0.098 gate=0.000 opsd=-0.0006 wall=4.5s
[search_qa:skill_sd:qwen3_1b7] step 14/150 loss=-0.0001 reward=0.000 gate=0.000 opsd=-0.0001 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 15/150 loss=-0.0001 reward=0.000 gate=0.000 opsd=-0.0001 wall=4.3s
[search_qa:skill_sd:qwen3_1b7] step 16/150 loss=-0.0000 reward=0.000 gate=0.000 opsd=-0.0000 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 17/150 loss=-0.0004 reward=0.000 gate=0.000 opsd=-0.0004 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 18/150 loss=-0.0002 reward=0.000 gate=0.000 opsd=-0.0002 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 19/150 loss=-0.0002 reward=0.000 gate=0.000 opsd=-0.0002 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 20/150 loss=-0.0002 reward=0.000 gate=0.000 opsd=-0.0002 wall=4.3s
[search_qa:skill_sd:qwen3_1b7] step 21/150 loss=-0.0001 reward=0.000 gate=0.000 opsd=-0.0001 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 22/150 loss=-0.0002 reward=0.000 gate=0.000 opsd=-0.0002 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 23/150 loss=-0.0002 reward=0.000 gate=0.000 opsd=-0.0002 wall=4.4s
[search_qa:skill_sd:qwen3_1b7] step 24/150 loss=-0.0001 reward=0.083 gate=0.000 opsd=-0.0001 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 25/150 loss=-0.0005 reward=0.000 gate=0.000 opsd=-0.0005 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 26/150 loss=-0.0001 reward=0.000 gate=0.000 opsd=-0.0001 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 27/150 loss=-0.0010 reward=0.125 gate=0.000 opsd=-0.0010 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 28/150 loss=-0.0001 reward=0.073 gate=0.000 opsd=-0.0001 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 29/150 loss=-0.0005 reward=0.000 gate=0.000 opsd=-0.0005 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 30/150 loss=-0.0003 reward=0.000 gate=0.000 opsd=-0.0003 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 31/150 loss=-0.0002 reward=0.000 gate=0.000 opsd=-0.0002 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 32/150 loss=-0.0037 reward=0.000 gate=0.000 opsd=-0.0037 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 33/150 loss=-0.0012 reward=0.000 gate=0.000 opsd=-0.0012 wall=4.5s
[search_qa:skill_sd:qwen3_1b7] step 34/150 loss=-0.0004 reward=0.050 gate=0.000 opsd=-0.0004 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 35/150 loss=-0.0002 reward=0.000 gate=0.000 opsd=-0.0002 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 36/150 loss=-0.0005 reward=0.220 gate=0.000 opsd=-0.0005 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 37/150 loss=-0.0004 reward=0.000 gate=0.000 opsd=-0.0004 wall=4.4s
[search_qa:skill_sd:qwen3_1b7] step 38/150 loss=-0.0010 reward=0.000 gate=0.000 opsd=-0.0010 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 39/150 loss=-0.0030 reward=0.000 gate=0.000 opsd=-0.0030 wall=4.4s
[search_qa:skill_sd:qwen3_1b7] step 40/150 loss=-0.0038 reward=0.000 gate=0.000 opsd=-0.0038 wall=4.6s
[search_qa:skill_sd:qwen3_1b7] step 41/150 loss=-0.0013 reward=0.000 gate=0.000 opsd=-0.0013 wall=4.3s
[search_qa:skill_sd:qwen3_1b7] step 42/150 loss=-0.0011 reward=0.000 gate=0.000 opsd=-0.0011 wall=4.8s
[search_qa:skill_sd:qwen3_1b7] step 43/150 loss=-0.0049 reward=0.000 gate=0.000 opsd=-0.0049 wall=4.0s
[search_qa:skill_sd:qwen3_1b7] step 44/150 loss=-0.0006 reward=0.000 gate=0.000 opsd=-0.0006 wall=4.4s
[search_qa:skill_sd:qwen3_1b7] step 45/150 loss=-0.0017 reward=0.000 gate=0.000 opsd=-0.0017 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 46/150 loss=-0.0015 reward=0.000 gate=0.000 opsd=-0.0015 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 47/150 loss=-0.0007 reward=0.000 gate=0.000 opsd=-0.0007 wall=4.5s
[search_qa:skill_sd:qwen3_1b7] step 48/150 loss=-0.0034 reward=0.000 gate=0.000 opsd=-0.0034 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 49/150 loss=-0.0001 reward=0.000 gate=0.000 opsd=-0.0001 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 50/150 loss=-0.0010 reward=0.000 gate=0.000 opsd=-0.0010 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 51/150 loss=-0.0008 reward=0.000 gate=0.000 opsd=-0.0008 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 52/150 loss=-0.0009 reward=0.000 gate=0.000 opsd=-0.0009 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 53/150 loss=-0.0004 reward=0.062 gate=0.000 opsd=-0.0004 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 54/150 loss=-0.0011 reward=0.000 gate=0.000 opsd=-0.0011 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 55/150 loss=-0.0013 reward=0.000 gate=0.000 opsd=-0.0013 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 56/150 loss=-0.0009 reward=0.000 gate=0.000 opsd=-0.0009 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 57/150 loss=-0.0032 reward=0.000 gate=0.000 opsd=-0.0032 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 58/150 loss=-0.0010 reward=0.000 gate=0.000 opsd=-0.0010 wall=4.0s
[search_qa:skill_sd:qwen3_1b7] step 59/150 loss=-0.0021 reward=0.000 gate=0.000 opsd=-0.0021 wall=4.0s
[search_qa:skill_sd:qwen3_1b7] step 60/150 loss=-0.0004 reward=0.000 gate=0.000 opsd=-0.0004 wall=4.3s
[search_qa:skill_sd:qwen3_1b7] step 61/150 loss=-0.0015 reward=0.000 gate=0.000 opsd=-0.0015 wall=5.1s
[search_qa:skill_sd:qwen3_1b7] step 62/150 loss=-0.0003 reward=0.000 gate=0.000 opsd=-0.0003 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 63/150 loss=-0.0007 reward=0.000 gate=0.000 opsd=-0.0007 wall=4.8s
[search_qa:skill_sd:qwen3_1b7] step 64/150 loss=-0.0011 reward=0.000 gate=0.000 opsd=-0.0011 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 65/150 loss=-0.0024 reward=0.000 gate=0.000 opsd=-0.0024 wall=4.0s
[search_qa:skill_sd:qwen3_1b7] step 66/150 loss=-0.0000 reward=0.000 gate=0.000 opsd=-0.0000 wall=4.3s
[search_qa:skill_sd:qwen3_1b7] step 67/150 loss=-0.0006 reward=0.081 gate=0.000 opsd=-0.0006 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 68/150 loss=-0.0014 reward=0.000 gate=0.000 opsd=-0.0014 wall=4.0s
[search_qa:skill_sd:qwen3_1b7] step 69/150 loss=-0.0003 reward=0.000 gate=0.000 opsd=-0.0003 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 70/150 loss=-0.0012 reward=0.000 gate=0.000 opsd=-0.0012 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 71/150 loss=-0.0009 reward=0.000 gate=0.000 opsd=-0.0009 wall=4.3s
[search_qa:skill_sd:qwen3_1b7] step 72/150 loss=-0.0010 reward=0.000 gate=0.000 opsd=-0.0010 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 73/150 loss=-0.0003 reward=0.000 gate=0.000 opsd=-0.0003 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 74/150 loss=-0.0009 reward=0.000 gate=0.000 opsd=-0.0009 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 75/150 loss=-0.0007 reward=0.000 gate=0.000 opsd=-0.0007 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 76/150 loss=-0.0004 reward=0.000 gate=0.000 opsd=-0.0004 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 77/150 loss=-0.0005 reward=0.000 gate=0.000 opsd=-0.0005 wall=4.4s
[search_qa:skill_sd:qwen3_1b7] step 78/150 loss=-0.0016 reward=0.000 gate=0.000 opsd=-0.0016 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 79/150 loss=-0.0002 reward=0.041 gate=0.000 opsd=-0.0002 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 80/150 loss=-0.0006 reward=0.000 gate=0.000 opsd=-0.0006 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 81/150 loss=-0.0001 reward=0.091 gate=0.000 opsd=-0.0001 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 82/150 loss=-0.0006 reward=0.000 gate=0.000 opsd=-0.0006 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 83/150 loss=-0.0005 reward=0.000 gate=0.000 opsd=-0.0005 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 84/150 loss=-0.0004 reward=0.000 gate=0.000 opsd=-0.0004 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 85/150 loss=-0.0005 reward=0.000 gate=0.000 opsd=-0.0005 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 86/150 loss=-0.0018 reward=0.000 gate=0.000 opsd=-0.0018 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 87/150 loss=-0.0010 reward=0.000 gate=0.000 opsd=-0.0010 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 88/150 loss=-0.0004 reward=0.000 gate=0.000 opsd=-0.0004 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 89/150 loss=-0.0005 reward=0.000 gate=0.000 opsd=-0.0005 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 90/150 loss=-0.0010 reward=0.000 gate=0.000 opsd=-0.0010 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 91/150 loss=-0.0003 reward=0.000 gate=0.000 opsd=-0.0003 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 92/150 loss=-0.0012 reward=0.000 gate=0.000 opsd=-0.0012 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 93/150 loss=-0.0004 reward=0.000 gate=0.000 opsd=-0.0004 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 94/150 loss=-0.0001 reward=0.000 gate=0.000 opsd=-0.0001 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 95/150 loss=-0.0014 reward=0.000 gate=0.000 opsd=-0.0014 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 96/150 loss=-0.0000 reward=0.000 gate=0.000 opsd=-0.0000 wall=4.3s
[search_qa:skill_sd:qwen3_1b7] step 97/150 loss=-0.0009 reward=0.000 gate=0.000 opsd=-0.0009 wall=4.5s
[search_qa:skill_sd:qwen3_1b7] step 98/150 loss=-0.0011 reward=0.000 gate=0.000 opsd=-0.0011 wall=5.1s
[search_qa:skill_sd:qwen3_1b7] step 99/150 loss=-0.0001 reward=0.000 gate=0.000 opsd=-0.0001 wall=4.3s
[search_qa:skill_sd:qwen3_1b7] step 100/150 loss=-0.0006 reward=0.000 gate=0.000 opsd=-0.0006 wall=4.0s
[search_qa:skill_sd:qwen3_1b7] step 101/150 loss=-0.0003 reward=0.000 gate=0.000 opsd=-0.0003 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 102/150 loss=-0.0005 reward=0.000 gate=0.000 opsd=-0.0005 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 103/150 loss=-0.0003 reward=0.000 gate=0.000 opsd=-0.0003 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 104/150 loss=-0.0013 reward=0.000 gate=0.000 opsd=-0.0013 wall=4.0s
[search_qa:skill_sd:qwen3_1b7] step 105/150 loss=-0.0001 reward=0.000 gate=0.000 opsd=-0.0001 wall=4.0s
[search_qa:skill_sd:qwen3_1b7] step 106/150 loss=-0.0003 reward=0.044 gate=0.000 opsd=-0.0003 wall=4.5s
[search_qa:skill_sd:qwen3_1b7] step 107/150 loss=-0.0004 reward=0.000 gate=0.000 opsd=-0.0004 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 108/150 loss=-0.0008 reward=0.100 gate=0.000 opsd=-0.0008 wall=4.3s
[search_qa:skill_sd:qwen3_1b7] step 109/150 loss=-0.0001 reward=0.000 gate=0.000 opsd=-0.0001 wall=4.0s
[search_qa:skill_sd:qwen3_1b7] step 110/150 loss=-0.0010 reward=0.000 gate=0.000 opsd=-0.0010 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 111/150 loss=-0.0005 reward=0.000 gate=0.000 opsd=-0.0005 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 112/150 loss=-0.0006 reward=0.000 gate=0.000 opsd=-0.0006 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 113/150 loss=-0.0012 reward=0.000 gate=0.000 opsd=-0.0012 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 114/150 loss=-0.0004 reward=0.021 gate=0.000 opsd=-0.0004 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 115/150 loss=-0.0009 reward=0.000 gate=0.000 opsd=-0.0009 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 116/150 loss=-0.0005 reward=0.000 gate=0.000 opsd=-0.0005 wall=4.0s
[search_qa:skill_sd:qwen3_1b7] step 117/150 loss=-0.0017 reward=0.000 gate=0.000 opsd=-0.0017 wall=4.0s
[search_qa:skill_sd:qwen3_1b7] step 118/150 loss=-0.0007 reward=0.021 gate=0.000 opsd=-0.0007 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 119/150 loss=-0.0005 reward=0.000 gate=0.000 opsd=-0.0005 wall=4.0s
[search_qa:skill_sd:qwen3_1b7] step 120/150 loss=-0.0001 reward=0.000 gate=0.000 opsd=-0.0001 wall=4.3s
[search_qa:skill_sd:qwen3_1b7] step 121/150 loss=-0.0004 reward=0.061 gate=0.000 opsd=-0.0004 wall=4.3s
[search_qa:skill_sd:qwen3_1b7] step 122/150 loss=-0.0005 reward=0.000 gate=0.000 opsd=-0.0005 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 123/150 loss=-0.0012 reward=0.000 gate=0.000 opsd=-0.0012 wall=4.0s
[search_qa:skill_sd:qwen3_1b7] step 124/150 loss=-0.0008 reward=0.000 gate=0.000 opsd=-0.0008 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 125/150 loss=-0.0002 reward=0.000 gate=0.000 opsd=-0.0002 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 126/150 loss=-0.0006 reward=0.062 gate=0.000 opsd=-0.0006 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 127/150 loss=-0.0007 reward=0.000 gate=0.000 opsd=-0.0007 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 128/150 loss=-0.0002 reward=0.125 gate=0.000 opsd=-0.0002 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 129/150 loss=-0.0005 reward=0.000 gate=0.000 opsd=-0.0005 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 130/150 loss=-0.0003 reward=0.000 gate=0.000 opsd=-0.0003 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 131/150 loss=-0.0012 reward=0.000 gate=0.000 opsd=-0.0012 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 132/150 loss=-0.0001 reward=0.000 gate=0.000 opsd=-0.0001 wall=4.3s
[search_qa:skill_sd:qwen3_1b7] step 133/150 loss=-0.0007 reward=0.000 gate=0.000 opsd=-0.0007 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 134/150 loss=-0.0028 reward=0.000 gate=0.000 opsd=-0.0028 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 135/150 loss=-0.0011 reward=0.057 gate=0.000 opsd=-0.0011 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 136/150 loss=-0.0004 reward=0.000 gate=0.000 opsd=-0.0004 wall=4.4s
[search_qa:skill_sd:qwen3_1b7] step 137/150 loss=-0.0002 reward=0.000 gate=0.000 opsd=-0.0002 wall=4.1s
